Case ID,n_A,n_O,n_W,has_A,has_O,has_W
204754,3,0,1,1,0,1
204757,3,0,1,1,0,1
204760,6,4,7,1,1,1
204763,4,0,4,1,0,1
204766,8,5,11,1,1,1
204769,3,0,1,1,0,1
204772,3,0,1,1,0,1
204775,4,0,9,1,0,1
204778,4,0,11,1,0,1
204781,3,0,2,1,0,1
204784,3,0,1,1,0,1
204787,3,0,1,1,0,1
204790,3,0,0,1,0,0
204793,6,16,6,1,1,1
204796,3,0,0,1,0,0
204799,6,4,7,1,1,1
204802,3,0,0,1,0,0
204805,3,0,0,1,0,0
204808,6,4,5,1,1,1
204811,4,0,4,1,0,1
204814,3,0,1,1,0,1
204817,3,0,2,1,0,1
204820,3,0,1,1,0,1
204823,3,0,0,1,0,0
204826,3,0,0,1,0,0
204829,6,4,12,1,1,1
204832,3,0,0,1,0,0
204835,3,0,1,1,0,1
204838,6,4,13,1,1,1
204841,8,5,18,1,1,1
204844,3,0,1,1,0,1
204847,6,4,10,1,1,1
204850,6,5,13,1,1,1
204853,3,0,1,1,0,1
204856,3,0,2,1,0,1
204859,8,14,28,1,1,1
204862,8,9,21,1,1,1
204865,3,0,1,1,0,1
204868,3,0,5,1,0,1
204879,4,0,2,1,0,1
204882,3,0,0,1,0,0
204885,8,5,11,1,1,1
204888,3,0,0,1,0,0
204891,6,9,5,1,1,1
204894,6,4,6,1,1,1
204897,6,8,6,1,1,1
204900,4,0,5,1,0,1
204903,3,0,1,1,0,1
204906,6,8,11,1,1,1
204909,6,5,9,1,1,1
204912,3,0,1,1,0,1
204915,6,13,15,1,1,1
204918,3,0,0,1,0,0
204921,3,0,0,1,0,0
204924,8,5,24,1,1,1
204927,3,0,1,1,0,1
204930,3,0,0,1,0,0
204933,4,0,17,1,0,1
204936,6,5,7,1,1,1
204939,4,0,11,1,0,1
204942,3,0,0,1,0,0
204945,3,0,0,1,0,0
204948,3,0,1,1,0,1
204951,3,0,0,1,0,0
204954,4,0,1,1,0,1
204957,3,0,0,1,0,0
204960,3,0,0,1,0,0
204963,8,5,9,1,1,1
204966,4,0,1,1,0,1
204969,6,9,9,1,1,1
204972,3,0,0,1,0,0
204975,3,0,1,1,0,1
204978,3,0,0,1,0,0
204981,6,5,11,1,1,1
204984,3,0,0,1,0,0
204987,8,5,3,1,1,1
204990,4,0,4,1,0,1
204993,6,5,12,1,1,1
204996,4,0,1,1,0,1
204999,6,5,8,1,1,1
205002,8,5,10,1,1,1
205005,8,5,10,1,1,1
205008,3,0,0,1,0,0
205011,4,0,4,1,0,1
205014,3,0,1,1,0,1
205017,3,0,1,1,0,1
205020,3,0,1,1,0,1
205023,3,0,0,1,0,0
205026,6,4,10,1,1,1
205029,6,12,10,1,1,1
205032,3,0,0,1,0,0
205035,6,4,8,1,1,1
205038,3,0,0,1,0,0
205041,8,5,11,1,1,1
205044,4,0,1,1,0,1
205047,4,0,2,1,0,1
205050,4,0,1,1,0,1
205053,4,0,2,1,0,1
205056,3,0,0,1,0,0
205059,8,10,16,1,1,1
205062,6,9,19,1,1,1
205065,8,9,14,1,1,1
205068,3,0,1,1,0,1
205071,3,0,0,1,0,0
205074,3,0,0,1,0,0
205077,3,0,1,1,0,1
205080,8,5,6,1,1,1
205083,4,0,2,1,0,1
205086,6,4,4,1,1,1
205089,3,0,1,1,0,1
205092,3,0,0,1,0,0
205095,3,0,1,1,0,1
205098,4,0,11,1,0,1
205101,3,0,0,1,0,0
205104,6,4,2,1,1,1
205107,3,0,1,1,0,1
205110,6,4,12,1,1,1
205113,3,0,0,1,0,0
205116,3,0,0,1,0,0
205119,5,0,3,1,0,1
205122,8,14,18,1,1,1
205125,8,5,22,1,1,1
205128,4,0,3,1,0,1
205131,8,14,11,1,1,1
205134,3,0,0,1,0,0
205137,3,0,4,1,0,1
205140,3,0,0,1,0,0
205143,6,8,30,1,1,1
205146,3,0,1,1,0,1
205149,8,5,9,1,1,1
205152,4,0,11,1,0,1
205155,3,0,0,1,0,0
205158,3,0,2,1,0,1
205161,3,0,0,1,0,0
205164,6,4,2,1,1,1
205167,8,5,16,1,1,1
205170,8,13,27,1,1,1
205173,5,0,2,1,0,1
205176,3,0,2,1,0,1
205179,6,5,6,1,1,1
205182,6,5,6,1,1,1
205199,5,7,27,1,1,1
205202,8,5,5,1,1,1
205205,6,4,3,1,1,1
205208,3,0,1,1,0,1
205211,4,0,5,1,0,1
205214,3,0,1,1,0,1
205217,8,5,13,1,1,1
205220,8,5,13,1,1,1
205223,4,0,2,1,0,1
205226,8,13,8,1,1,1
205229,8,5,20,1,1,1
205232,5,0,1,1,0,1
205235,3,0,1,1,0,1
205238,6,4,2,1,1,1
205241,3,0,2,1,0,1
205244,5,0,10,1,0,1
205247,6,8,8,1,1,1
205250,3,0,0,1,0,0
205253,3,0,1,1,0,1
205256,6,4,12,1,1,1
205259,6,5,7,1,1,1
205262,8,5,19,1,1,1
205265,3,0,0,1,0,0
205268,8,5,5,1,1,1
205271,4,0,2,1,0,1
205274,6,4,6,1,1,1
205277,3,0,0,1,0,0
205280,3,0,1,1,0,1
205283,3,0,0,1,0,0
205286,3,0,1,1,0,1
205289,4,0,8,1,0,1
205292,4,0,4,1,0,1
205295,6,4,8,1,1,1
205298,6,5,6,1,1,1
205301,4,0,1,1,0,1
205304,4,0,3,1,0,1
205307,4,0,9,1,0,1
205310,6,5,26,1,1,1
205313,8,25,20,1,1,1
205316,8,5,4,1,1,1
205319,6,4,13,1,1,1
205322,8,5,6,1,1,1
205325,4,0,2,1,0,1
205328,3,0,0,1,0,0
205331,3,0,0,1,0,0
205334,5,3,14,1,1,1
205337,3,0,0,1,0,0
205340,6,20,13,1,1,1
205343,6,4,6,1,1,1
205346,5,0,4,1,0,1
205349,6,4,16,1,1,1
205352,3,0,0,1,0,0
205355,3,0,1,1,0,1
205358,6,5,15,1,1,1
205361,8,5,7,1,1,1
205364,8,14,14,1,1,1
205367,6,5,14,1,1,1
205370,6,5,7,1,1,1
205373,3,0,0,1,0,0
205376,3,0,0,1,0,0
205379,6,8,8,1,1,1
205382,6,4,3,1,1,1
205385,8,5,13,1,1,1
205388,6,4,11,1,1,1
205391,3,0,0,1,0,0
205394,4,0,4,1,0,1
205397,8,5,5,1,1,1
205400,6,4,4,1,1,1
205403,8,5,6,1,1,1
205406,3,0,0,1,0,0
205409,8,5,8,1,1,1
205412,4,0,6,1,0,1
205415,8,5,8,1,1,1
205418,6,4,14,1,1,1
205421,8,5,4,1,1,1
205424,8,5,12,1,1,1
205427,3,0,0,1,0,0
205430,4,0,15,1,0,1
205433,6,8,5,1,1,1
205436,4,0,2,1,0,1
205439,3,0,1,1,0,1
205442,3,0,0,1,0,0
205445,3,0,0,1,0,0
205448,3,0,0,1,0,0
205451,3,0,1,1,0,1
205459,6,4,18,1,1,1
205462,4,0,1,1,0,1
205465,6,4,15,1,1,1
205468,8,9,20,1,1,1
205471,3,0,1,1,0,1
205474,6,4,3,1,1,1
205477,3,0,0,1,0,0
205480,6,4,3,1,1,1
205499,6,5,5,1,1,1
205502,3,0,0,1,0,0
205505,3,0,1,1,0,1
205508,8,9,17,1,1,1
205511,8,5,25,1,1,1
205514,6,4,4,1,1,1
205517,6,8,5,1,1,1
205520,3,0,1,1,0,1
205523,3,0,0,1,0,0
205526,3,0,1,1,0,1
205529,3,0,0,1,0,0
205532,8,5,18,1,1,1
205535,8,5,52,1,1,1
205538,4,0,7,1,0,1
205541,3,0,1,1,0,1
205544,4,0,8,1,0,1
205547,3,0,0,1,0,0
205550,4,0,7,1,0,1
205553,8,5,13,1,1,1
205556,6,9,13,1,1,1
205559,5,0,1,1,0,1
205562,8,10,13,1,1,1
205565,8,5,5,1,1,1
205568,6,5,20,1,1,1
205571,4,0,7,1,0,1
205574,4,0,7,1,0,1
205577,3,0,0,1,0,0
205580,4,0,5,1,0,1
205583,6,5,18,1,1,1
205586,6,8,5,1,1,1
205589,4,0,2,1,0,1
205592,3,0,2,1,0,1
205595,4,0,14,1,0,1
205598,8,14,8,1,1,1
205601,6,13,20,1,1,1
205604,5,8,15,1,1,1
205607,3,0,0,1,0,0
205610,3,0,1,1,0,1
205613,3,0,0,1,0,0
205616,3,0,0,1,0,0
205619,3,0,0,1,0,0
205622,3,0,0,1,0,0
205625,3,0,1,1,0,1
205628,4,0,3,1,0,1
205631,3,0,0,1,0,0
205634,3,0,0,1,0,0
205637,4,0,2,1,0,1
205640,8,9,13,1,1,1
205643,6,4,11,1,1,1
205646,3,0,1,1,0,1
205649,6,5,15,1,1,1
205652,4,0,7,1,0,1
205655,8,5,12,1,1,1
205658,3,0,1,1,0,1
205661,8,13,13,1,1,1
205664,3,0,1,1,0,1
205667,3,0,0,1,0,0
205670,3,0,1,1,0,1
205673,3,0,1,1,0,1
205676,6,16,6,1,1,1
205679,8,13,11,1,1,1
205682,3,0,2,1,0,1
205685,3,0,0,1,0,0
205688,3,0,0,1,0,0
205691,3,0,1,1,0,1
205694,5,7,10,1,1,1
205697,3,0,0,1,0,0
205700,3,0,0,1,0,0
205703,3,0,1,1,0,1
205706,3,0,0,1,0,0
205709,3,0,1,1,0,1
205712,3,0,2,1,0,1
205715,6,5,12,1,1,1
205718,4,0,1,1,0,1
205721,8,9,8,1,1,1
205724,6,5,23,1,1,1
205727,6,4,4,1,1,1
205730,3,0,0,1,0,0
205733,8,13,9,1,1,1
205736,6,5,7,1,1,1
205739,4,0,16,1,0,1
205742,8,14,40,1,1,1
205745,8,9,7,1,1,1
205748,4,0,13,1,0,1
205751,3,0,2,1,0,1
205754,6,4,11,1,1,1
205757,6,9,8,1,1,1
205760,8,9,10,1,1,1
205763,3,0,0,1,0,0
205766,8,14,8,1,1,1
205779,8,5,7,1,1,1
205782,8,14,26,1,1,1
205785,3,0,0,1,0,0
205788,3,0,1,1,0,1
205791,6,4,10,1,1,1
205794,6,8,15,1,1,1
205797,6,13,23,1,1,1
205800,5,0,3,1,0,1
205803,6,5,10,1,1,1
205806,4,0,4,1,0,1
205819,6,5,6,1,1,1
205822,3,0,1,1,0,1
205825,3,0,0,1,0,0
205828,3,0,1,1,0,1
205831,8,5,7,1,1,1
205834,3,0,0,1,0,0
205837,8,5,6,1,1,1
205840,4,0,3,1,0,1
205843,6,8,9,1,1,1
205846,6,5,22,1,1,1
205849,6,4,21,1,1,1
205852,4,0,2,1,0,1
205855,4,0,2,1,0,1
205858,3,0,0,1,0,0
205861,4,0,12,1,0,1
205864,6,4,41,1,1,1
205867,8,5,4,1,1,1
205870,3,0,0,1,0,0
205873,8,17,16,1,1,1
205876,6,4,12,1,1,1
205879,3,0,0,1,0,0
205882,8,5,7,1,1,1
205885,6,4,10,1,1,1
205888,3,0,2,1,0,1
205891,3,0,0,1,0,0
205894,3,0,2,1,0,1
205897,6,4,10,1,1,1
205900,3,0,0,1,0,0
205903,3,0,0,1,0,0
205906,3,0,1,1,0,1
205909,3,0,1,1,0,1
205912,6,13,24,1,1,1
205915,3,0,1,1,0,1
205918,8,5,5,1,1,1
205921,6,4,18,1,1,1
205924,6,9,6,1,1,1
205927,3,0,0,1,0,0
205930,3,0,1,1,0,1
205933,3,0,1,1,0,1
205936,3,0,0,1,0,0
205939,4,0,2,1,0,1
205942,3,0,0,1,0,0
205945,3,0,0,1,0,0
205948,3,0,0,1,0,0
205951,3,0,0,1,0,0
205954,8,5,12,1,1,1
205957,3,0,0,1,0,0
205960,6,5,9,1,1,1
205963,3,0,1,1,0,1
205966,3,0,0,1,0,0
205969,6,4,7,1,1,1
205972,3,0,0,1,0,0
205975,3,0,0,1,0,0
205978,8,5,7,1,1,1
205981,3,0,1,1,0,1
205984,6,5,11,1,1,1
205987,3,0,0,1,0,0
205990,5,7,14,1,1,1
205993,3,0,1,1,0,1
205996,3,0,0,1,0,0
205999,4,0,1,1,0,1
206002,5,7,10,1,1,1
206005,4,0,3,1,0,1
206008,4,0,1,1,0,1
206011,3,0,0,1,0,0
206014,3,0,0,1,0,0
206017,4,0,2,1,0,1
206020,3,0,2,1,0,1
206023,3,0,1,1,0,1
206026,8,5,6,1,1,1
206029,3,0,0,1,0,0
206032,3,0,2,1,0,1
206035,3,0,0,1,0,0
206038,5,0,4,1,0,1
206041,3,0,0,1,0,0
206044,3,0,1,1,0,1
206047,8,9,12,1,1,1
206050,6,4,8,1,1,1
206053,8,5,6,1,1,1
206056,3,0,0,1,0,0
206059,6,5,7,1,1,1
206062,3,0,0,1,0,0
206065,4,0,1,1,0,1
206068,3,0,0,1,0,0
206071,8,10,30,1,1,1
206074,4,0,3,1,0,1
206077,3,0,1,1,0,1
206080,3,0,1,1,0,1
206083,3,0,1,1,0,1
206086,6,5,8,1,1,1
206089,3,0,1,1,0,1
206092,4,0,2,1,0,1
206099,6,5,19,1,1,1
206102,3,0,0,1,0,0
206105,6,5,16,1,1,1
206108,8,5,15,1,1,1
206111,6,4,8,1,1,1
206114,8,5,7,1,1,1
206117,4,0,17,1,0,1
206120,3,0,3,1,0,1
206123,8,10,13,1,1,1
206126,4,0,9,1,0,1
206129,3,0,0,1,0,0
206132,6,17,22,1,1,1
206135,8,14,16,1,1,1
206138,4,0,13,1,0,1
206141,6,13,21,1,1,1
206144,3,0,0,1,0,0
206147,6,8,12,1,1,1
206150,6,5,5,1,1,1
206159,4,0,2,1,0,1
206162,8,5,16,1,1,1
206165,6,5,9,1,1,1
206168,3,0,0,1,0,0
206171,3,0,0,1,0,0
206174,3,0,0,1,0,0
206177,5,8,12,1,1,1
206180,6,5,19,1,1,1
206183,4,0,23,1,0,1
206186,3,0,1,1,0,1
206189,4,0,2,1,0,1
206192,5,4,36,1,1,1
206195,3,0,1,1,0,1
206198,8,5,12,1,1,1
206201,6,4,16,1,1,1
206204,4,0,3,1,0,1
206207,3,0,0,1,0,0
206210,8,5,10,1,1,1
206213,4,0,5,1,0,1
206216,6,4,6,1,1,1
206219,6,5,5,1,1,1
206222,6,9,19,1,1,1
206225,3,0,0,1,0,0
206228,3,0,0,1,0,0
206231,6,4,11,1,1,1
206234,6,8,9,1,1,1
206237,3,0,1,1,0,1
206240,6,4,22,1,1,1
206243,3,0,1,1,0,1
206246,6,5,9,1,1,1
206249,6,12,9,1,1,1
206252,3,0,0,1,0,0
206255,6,9,5,1,1,1
206258,8,5,7,1,1,1
206261,8,14,12,1,1,1
206264,5,4,25,1,1,1
206267,8,5,4,1,1,1
206270,8,9,6,1,1,1
206273,3,0,0,1,0,0
206276,4,0,5,1,0,1
206279,8,5,8,1,1,1
206282,4,0,1,1,0,1
206285,8,5,18,1,1,1
206288,4,0,5,1,0,1
206291,8,5,11,1,1,1
206294,6,4,5,1,1,1
206297,6,4,3,1,1,1
206300,8,5,16,1,1,1
206303,4,0,22,1,0,1
206306,4,0,4,1,0,1
206309,8,5,13,1,1,1
206312,3,0,1,1,0,1
206315,6,4,4,1,1,1
206318,3,0,1,1,0,1
206321,3,0,0,1,0,0
206324,3,0,0,1,0,0
206327,4,0,2,1,0,1
206330,3,0,0,1,0,0
206333,6,8,12,1,1,1
206336,6,8,10,1,1,1
206339,8,5,6,1,1,1
206342,6,5,12,1,1,1
206345,4,0,1,1,0,1
206348,6,5,10,1,1,1
206351,8,13,24,1,1,1
206354,3,0,1,1,0,1
206357,6,21,17,1,1,1
206360,8,5,12,1,1,1
206363,3,0,0,1,0,0
206366,6,4,8,1,1,1
206369,6,4,3,1,1,1
206372,6,8,15,1,1,1
206375,4,0,3,1,0,1
206378,3,0,0,1,0,0
206381,4,0,13,1,0,1
206384,6,4,10,1,1,1
206387,3,0,0,1,0,0
206390,4,0,4,1,0,1
206393,3,0,1,1,0,1
206396,3,0,1,1,0,1
206399,6,4,8,1,1,1
206402,3,0,0,1,0,0
206405,4,0,11,1,0,1
206408,8,5,10,1,1,1
206411,6,4,16,1,1,1
206414,6,4,11,1,1,1
206417,6,4,13,1,1,1
206420,8,10,15,1,1,1
206423,6,4,2,1,1,1
206426,3,0,3,1,0,1
206429,3,0,1,1,0,1
206432,6,5,8,1,1,1
206435,3,0,1,1,0,1
206438,8,5,6,1,1,1
206441,6,9,11,1,1,1
206444,8,5,11,1,1,1
206447,6,5,9,1,1,1
206450,4,0,3,1,0,1
206453,8,5,19,1,1,1
206456,8,5,30,1,1,1
206459,3,0,1,1,0,1
206462,3,0,0,1,0,0
206465,4,0,3,1,0,1
206468,4,0,8,1,0,1
206471,8,5,8,1,1,1
206474,4,0,3,1,0,1
206477,6,4,5,1,1,1
206480,8,5,10,1,1,1
206483,8,5,3,1,1,1
206486,3,0,0,1,0,0
206489,8,5,8,1,1,1
206492,4,0,10,1,0,1
206495,3,0,1,1,0,1
206498,3,0,1,1,0,1
206501,3,0,1,1,0,1
206504,6,4,7,1,1,1
206507,4,0,1,1,0,1
206510,8,13,26,1,1,1
206513,8,5,8,1,1,1
206516,3,0,0,1,0,0
206519,8,13,9,1,1,1
206522,4,0,1,1,0,1
206525,3,0,0,1,0,0
206528,6,5,15,1,1,1
206531,4,0,8,1,0,1
206534,4,0,9,1,0,1
206537,3,0,0,1,0,0
206540,3,0,0,1,0,0
206543,8,5,13,1,1,1
206546,8,5,9,1,1,1
206549,6,5,3,1,1,1
206552,3,0,0,1,0,0
206555,4,0,10,1,0,1
206558,5,7,16,1,1,1
206561,6,4,5,1,1,1
206564,8,13,20,1,1,1
206567,6,8,15,1,1,1
206570,3,0,0,1,0,0
206573,3,0,1,1,0,1
206576,6,16,7,1,1,1
206579,6,8,12,1,1,1
206582,4,0,16,1,0,1
206585,3,0,0,1,0,0
206588,6,4,9,1,1,1
206591,3,0,0,1,0,0
206594,8,5,7,1,1,1
206597,6,5,8,1,1,1
206600,5,3,9,1,1,1
206603,3,0,0,1,0,0
206606,6,4,16,1,1,1
206609,8,5,5,1,1,1
206612,3,0,0,1,0,0
206615,8,10,30,1,1,1
206618,3,0,0,1,0,0
206621,6,5,4,1,1,1
206624,8,5,11,1,1,1
206627,8,5,8,1,1,1
206630,3,0,0,1,0,0
206633,8,5,12,1,1,1
206636,5,7,11,1,1,1
206639,4,0,2,1,0,1
206642,6,4,7,1,1,1
206645,8,10,27,1,1,1
206648,4,0,1,1,0,1
206651,3,0,0,1,0,0
206654,3,0,0,1,0,0
206657,3,0,0,1,0,0
206660,8,9,7,1,1,1
206663,3,0,0,1,0,0
206666,3,0,0,1,0,0
206669,6,4,7,1,1,1
206672,6,4,5,1,1,1
206679,3,0,0,1,0,0
206682,3,0,2,1,0,1
206685,4,0,14,1,0,1
206688,3,0,1,1,0,1
206691,4,0,1,1,0,1
206694,3,0,1,1,0,1
206697,3,0,1,1,0,1
206700,6,4,5,1,1,1
206703,3,0,0,1,0,0
206706,6,8,7,1,1,1
206709,6,4,2,1,1,1
206712,5,0,1,1,0,1
206715,3,0,1,1,0,1
206718,8,5,19,1,1,1
206721,5,7,16,1,1,1
206724,3,0,1,1,0,1
206727,6,5,6,1,1,1
206730,3,0,1,1,0,1
206733,8,9,8,1,1,1
206736,6,8,7,1,1,1
206739,4,0,16,1,0,1
206742,3,0,0,1,0,0
206745,6,4,10,1,1,1
206748,5,0,6,1,0,1
206751,6,4,6,1,1,1
206754,6,5,7,1,1,1
206757,3,0,0,1,0,0
206760,3,0,0,1,0,0
206763,6,9,6,1,1,1
206766,4,0,2,1,0,1
206769,3,0,0,1,0,0
206772,4,0,7,1,0,1
206775,4,0,1,1,0,1
206778,6,9,7,1,1,1
206781,3,0,1,1,0,1
206784,3,0,3,1,0,1
206787,5,0,9,1,0,1
206790,6,5,8,1,1,1
206793,8,5,8,1,1,1
206796,4,0,3,1,0,1
206799,4,0,1,1,0,1
206802,3,0,0,1,0,0
206805,3,0,1,1,0,1
206808,3,0,0,1,0,0
206811,8,5,10,1,1,1
206814,3,0,1,1,0,1
206817,3,0,1,1,0,1
206820,3,0,0,1,0,0
206823,3,0,0,1,0,0
206826,3,0,0,1,0,0
206829,3,0,0,1,0,0
206832,3,0,1,1,0,1
206835,4,0,2,1,0,1
206838,6,5,32,1,1,1
206841,4,0,6,1,0,1
206844,3,0,0,1,0,0
206847,4,0,2,1,0,1
206850,3,0,1,1,0,1
206853,4,0,4,1,0,1
206856,6,4,16,1,1,1
206859,3,0,0,1,0,0
206862,6,4,5,1,1,1
206865,8,5,13,1,1,1
206868,3,0,1,1,0,1
206871,3,0,1,1,0,1
206874,4,0,2,1,0,1
206877,4,0,2,1,0,1
206880,6,5,6,1,1,1
206883,8,9,7,1,1,1
206886,5,11,16,1,1,1
206889,3,0,1,1,0,1
206892,3,0,0,1,0,0
206895,3,0,0,1,0,0
206898,8,13,9,1,1,1
206901,8,5,16,1,1,1
206904,8,5,5,1,1,1
206907,8,5,6,1,1,1
206910,8,5,19,1,1,1
206913,6,4,14,1,1,1
206916,4,0,5,1,0,1
206919,3,0,0,1,0,0
206922,4,0,4,1,0,1
206925,6,5,10,1,1,1
206928,8,5,13,1,1,1
206931,3,0,1,1,0,1
206934,6,5,7,1,1,1
206937,8,14,18,1,1,1
206940,3,0,0,1,0,0
206943,5,0,2,1,0,1
206946,3,0,1,1,0,1
206949,3,0,0,1,0,0
206952,6,9,18,1,1,1
206955,3,0,1,1,0,1
206958,8,5,4,1,1,1
206961,3,0,0,1,0,0
206964,4,0,2,1,0,1
206967,3,0,0,1,0,0
206970,4,0,11,1,0,1
206973,4,0,7,1,0,1
206976,3,0,0,1,0,0
206979,3,0,0,1,0,0
206999,8,5,4,1,1,1
207002,4,0,1,1,0,1
207005,8,9,9,1,1,1
207008,3,0,0,1,0,0
207011,5,12,10,1,1,1
207014,8,5,4,1,1,1
207017,6,5,7,1,1,1
207020,8,5,14,1,1,1
207023,8,5,5,1,1,1
207026,8,5,14,1,1,1
207029,8,5,6,1,1,1
207032,5,4,44,1,1,1
207035,4,0,4,1,0,1
207038,4,0,12,1,0,1
207041,6,4,7,1,1,1
207044,6,4,10,1,1,1
207047,8,9,11,1,1,1
207050,8,5,7,1,1,1
207053,8,9,6,1,1,1
207056,3,0,0,1,0,0
207059,4,0,2,1,0,1
207062,3,0,0,1,0,0
207065,3,0,0,1,0,0
207068,3,0,0,1,0,0
207071,6,4,5,1,1,1
207074,3,0,0,1,0,0
207077,6,4,5,1,1,1
207080,3,0,0,1,0,0
207083,3,0,0,1,0,0
207086,4,0,2,1,0,1
207089,6,5,8,1,1,1
207092,3,0,0,1,0,0
207095,3,0,0,1,0,0
207098,3,0,1,1,0,1
207101,3,0,0,1,0,0
207104,3,0,0,1,0,0
207107,8,5,9,1,1,1
207110,3,0,0,1,0,0
207113,3,0,1,1,0,1
207116,6,5,33,1,1,1
207119,6,4,2,1,1,1
207122,3,0,0,1,0,0
207125,6,5,7,1,1,1
207128,8,5,9,1,1,1
207131,3,0,1,1,0,1
207134,5,0,4,1,0,1
207137,6,9,9,1,1,1
207140,8,5,10,1,1,1
207143,6,5,5,1,1,1
207146,3,0,0,1,0,0
207149,3,0,0,1,0,0
207152,4,0,8,1,0,1
207155,3,0,1,1,0,1
207158,3,0,1,1,0,1
207161,3,0,2,1,0,1
207164,3,0,1,1,0,1
207167,3,0,0,1,0,0
207170,4,0,3,1,0,1
207173,3,0,0,1,0,0
207176,3,0,0,1,0,0
207179,4,0,14,1,0,1
207182,3,0,0,1,0,0
207185,3,0,1,1,0,1
207188,3,0,0,1,0,0
207191,3,0,0,1,0,0
207194,4,0,2,1,0,1
207197,4,0,2,1,0,1
207200,8,5,9,1,1,1
207203,3,0,0,1,0,0
207206,3,0,1,1,0,1
207209,4,0,6,1,0,1
207212,6,9,32,1,1,1
207215,8,10,11,1,1,1
207218,6,4,4,1,1,1
207221,3,0,0,1,0,0
207224,3,0,0,1,0,0
207227,3,0,0,1,0,0
207230,3,0,0,1,0,0
207233,5,0,7,1,0,1
207236,3,0,1,1,0,1
207239,3,0,0,1,0,0
207242,6,5,7,1,1,1
207245,6,4,21,1,1,1
207248,8,5,5,1,1,1
207251,4,0,14,1,0,1
207254,6,8,11,1,1,1
207257,3,0,0,1,0,0
207260,8,5,27,1,1,1
207263,3,0,3,1,0,1
207266,6,21,19,1,1,1
207269,3,0,0,1,0,0
207272,3,0,0,1,0,0
207275,8,5,8,1,1,1
207278,8,5,3,1,1,1
207281,8,14,16,1,1,1
207284,8,5,13,1,1,1
207287,3,0,0,1,0,0
207290,3,0,0,1,0,0
207293,3,0,0,1,0,0
207296,3,0,0,1,0,0
207299,4,0,8,1,0,1
207302,8,5,10,1,1,1
207319,4,0,1,1,0,1
207322,3,0,0,1,0,0
207325,3,0,0,1,0,0
207328,8,5,6,1,1,1
207331,3,0,0,1,0,0
207334,6,4,11,1,1,1
207337,3,0,1,1,0,1
207340,4,0,3,1,0,1
207359,6,5,14,1,1,1
207362,4,0,2,1,0,1
207365,4,0,17,1,0,1
207368,4,0,2,1,0,1
207371,3,0,0,1,0,0
207374,3,0,2,1,0,1
207377,8,5,9,1,1,1
207380,6,9,12,1,1,1
207383,3,0,0,1,0,0
207386,4,0,7,1,0,1
207389,5,4,11,1,1,1
207392,8,5,6,1,1,1
207395,4,0,12,1,0,1
207398,3,0,1,1,0,1
207401,3,0,1,1,0,1
207404,3,0,1,1,0,1
207407,6,9,8,1,1,1
207410,3,0,1,1,0,1
207413,8,10,15,1,1,1
207416,3,0,1,1,0,1
207419,3,0,1,1,0,1
207422,3,0,0,1,0,0
207425,3,0,0,1,0,0
207428,3,0,0,1,0,0
207431,4,0,1,1,0,1
207434,5,7,17,1,1,1
207437,3,0,0,1,0,0
207440,8,9,10,1,1,1
207443,3,0,0,1,0,0
207446,3,0,0,1,0,0
207449,8,5,14,1,1,1
207452,3,0,1,1,0,1
207455,4,0,3,1,0,1
207458,4,0,3,1,0,1
207461,8,13,8,1,1,1
207464,6,4,11,1,1,1
207467,6,4,5,1,1,1
207470,6,9,7,1,1,1
207473,4,0,22,1,0,1
207476,4,0,2,1,0,1
207479,3,0,0,1,0,0
207482,8,5,14,1,1,1
207485,6,4,9,1,1,1
207488,6,4,2,1,1,1
207491,3,0,0,1,0,0
207494,3,0,0,1,0,0
207497,3,0,0,1,0,0
207500,4,0,9,1,0,1
207503,6,4,4,1,1,1
207506,8,9,19,1,1,1
207509,3,0,1,1,0,1
207512,3,0,0,1,0,0
207515,8,5,6,1,1,1
207518,6,4,3,1,1,1
207521,4,0,16,1,0,1
207524,3,0,0,1,0,0
207527,6,4,12,1,1,1
207530,3,0,0,1,0,0
207533,3,0,0,1,0,0
207536,4,0,16,1,0,1
207539,6,5,5,1,1,1
207542,6,4,6,1,1,1
207545,4,0,2,1,0,1
207548,3,0,1,1,0,1
207551,3,0,0,1,0,0
207554,4,0,13,1,0,1
207557,3,0,0,1,0,0
207560,6,8,7,1,1,1
207563,3,0,1,1,0,1
207566,3,0,2,1,0,1
207569,4,0,11,1,0,1
207572,6,4,4,1,1,1
207575,3,0,1,1,0,1
207578,3,0,0,1,0,0
207581,3,0,0,1,0,0
207584,3,0,0,1,0,0
207587,3,0,0,1,0,0
207590,3,0,1,1,0,1
207593,6,5,14,1,1,1
207596,4,0,7,1,0,1
207599,8,5,3,1,1,1
207602,3,0,0,1,0,0
207605,8,17,22,1,1,1
207608,3,0,0,1,0,0
207611,8,5,14,1,1,1
207614,8,5,6,1,1,1
207617,3,0,0,1,0,0
207620,4,0,10,1,0,1
207623,3,0,0,1,0,0
207626,3,0,0,1,0,0
207629,3,0,0,1,0,0
207632,6,4,10,1,1,1
207635,3,0,0,1,0,0
207638,3,0,0,1,0,0
207641,6,4,4,1,1,1
207644,3,0,0,1,0,0
207647,3,0,0,1,0,0
207650,3,0,0,1,0,0
207653,3,0,0,1,0,0
207656,3,0,0,1,0,0
207659,3,0,0,1,0,0
207662,6,9,8,1,1,1
207665,4,0,2,1,0,1
207668,3,0,0,1,0,0
